id,producto_base,foto_principal,fotos_adicionales,image_link,additional_image_link,title,description,price,link,brand,availability,condition,item_group_id,color,size
013-rojo,28,28.1.jpg,,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/28.1.jpg,,"Tirantes acolchados Zeluga para cinturón de herramientas, rojo","💪 Tirantes acolchados Zeluga en rojo — quítale el peso a tu cintura

Hombreras anchas acolchadas con malla transpirable y correas totalmente ajustables. Los ganchos metálicos se conectan a prácticamente cualquier cinturón portaherramientas que ya tengas.

✅ Hombreras acolchadas y transpirables
✅ Correas ajustables a tu medida
✅ Ganchos metálicos reforzados
✅ Compatibles con cinturones estándar
✅ Se ajustan a cualquier estatura

Color rojo. Si cargas herramienta todo el día, esto es lo primero que deberías comprar. 💪",40.00 USD,https://partnerpathai-tx.github.io/catalogo-productos-forza-workgear/p/013.html,Forza WorkGear,in stock,new,013,Rojo,
013-naranja,28,28.2.jpg,,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/28.2.jpg,,"Tirantes acolchados Zeluga para cinturón de herramientas, naranja","💪 Tirantes acolchados Zeluga en naranja — quítale el peso a tu cintura

Hombreras anchas acolchadas con malla transpirable y correas totalmente ajustables. Los ganchos metálicos se conectan a prácticamente cualquier cinturón portaherramientas que ya tengas.

✅ Hombreras acolchadas y transpirables
✅ Correas ajustables a tu medida
✅ Ganchos metálicos reforzados
✅ Compatibles con cinturones estándar
✅ Naranja de alta visibilidad

Color naranja. Si cargas herramienta todo el día, esto es lo primero que deberías comprar. 💪",40.00 USD,https://partnerpathai-tx.github.io/catalogo-productos-forza-workgear/p/013.html,Forza WorkGear,in stock,new,013,Naranja,
013-negro,28,28.3.jpg,,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/28.3.jpg,,"Tirantes acolchados Zeluga para cinturón de herramientas, negro","💪 Tirantes acolchados Zeluga en negro — quítale el peso a tu cintura

Hombreras anchas acolchadas con malla transpirable y correas totalmente ajustables. Los ganchos metálicos se conectan a prácticamente cualquier cinturón portaherramientas que ya tengas.

✅ Hombreras acolchadas y transpirables
✅ Correas ajustables a tu medida
✅ Hebillas metálicas de ajuste rápido
✅ Compatibles con cinturones estándar
✅ Se ajustan a cualquier estatura

Color negro. Si cargas herramienta todo el día, esto es lo primero que deberías comprar. 💪",40.00 USD,https://partnerpathai-tx.github.io/catalogo-productos-forza-workgear/p/013.html,Forza WorkGear,in stock,new,013,Negro,
014,30,30.jpg,"30.1.jpg, 30.2.jpg, 30.3.jpg",https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/30.jpg,"https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/30.1.jpg,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/30.2.jpg,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/30.3.jpg",Set de cinturón portaherramientas de cuero coñac Zeluga,"🧰 Set de cinturón portaherramientas de cuero coñac Zeluga — se ve bien y aguanta mejor

Dos bolsas de cuero con tapa protectora, porta martillo, porta cinta métrica de acero y cinturón de cuero ajustable con hebilla reforzada. Interior en gamuza y remaches en cada esquina de tensión.

✅ Cuero genuino color coñac
✅ Dos bolsas con tapa protectora
✅ Porta martillo y porta cinta
✅ Cinturón ajustable con hebilla de acero
✅ Remaches en puntos de tensión

Para carpinteros, albañiles e instaladores. 💪",120.00 USD,,Forza WorkGear,in stock,new,,,
015,32,32.jpg,,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/32.jpg,,"Manguera de aire Zeluga Z-Lite 1/4 x 100 pies, naranja","💨 Manguera de aire Z-Lite 1/4 x 100 pies — la mitad del peso, el doble de comodidad

Poliuretano modelo 21-342 con trenzado interno reforzado y chaqueta exterior. Pesa muchísimo menos que una manguera de hule, así que la arrastras por toda la obra sin cansarte. Conexiones incluidas.

✅ 1/4 de pulgada por 100 pies
✅ Poliuretano ultraligero
✅ Trenzado interno reforzado
✅ Conexiones reusables y reparables en obra
✅ Estabilizada contra rayos UV

Color naranja de alta visibilidad, para que nadie se tropiece. 💪",45.00 USD,https://partnerpathai-tx.github.io/catalogo-productos-forza-workgear/p/015.html,Forza WorkGear,in stock,new,,,
016,35,35.jpg,,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/35.jpg,,"Manguera de aire Zeluga Z-Lite 1/4 x 100 pies, azul","💨 Manguera de aire Z-Lite 1/4 x 100 pies — ligera, flexible y lista para trabajar

Poliuretano modelo 21-314 (PU14100B) con chaqueta exterior resistente. Se enrolla fácil, no se acordona con el frío y sus conexiones se pueden reusar para reparar la manguera en plena obra.

✅ 1/4 de pulgada por 100 pies
✅ Poliuretano ultraligero
✅ Conexiones reusables
✅ Reparable en obra
✅ Estabilizada contra rayos UV

Color azul. Para clavadoras, pistolas de aire y compresores. 💪",45.00 USD,,Forza WorkGear,in stock,new,,,
017,36,36.jpg,"36.1.jpg, 36.2.jpg, 36.3.jpg",https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/36.jpg,"https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/36.1.jpg,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/36.2.jpg,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/36.3.jpg",Set de cinturón portaherramientas Zeluga en lona verde y cuero,"🧰 Set de cinturón portaherramientas Zeluga 89-222 — lona resistente con refuerzo de cuero

Dos bolsas en lona de alta resistencia color verde, ribeteadas y reforzadas con cuero en las esquinas y la boca, más porta martillo, porta cinta métrica y cinturón de cuero 100% genuino con doble hebilla.

✅ Lona de alta resistencia
✅ Refuerzos y ribete de cuero
✅ Cinturón de cuero 100% genuino
✅ Doble hebilla ajustable
✅ Costura doble en puntos de tensión

Ligero como lona, duradero como cuero. 💪",189.00 USD,https://partnerpathai-tx.github.io/catalogo-productos-forza-workgear/p/017.html,Forza WorkGear,in stock,new,,,
018-050,37,37.jpg,"37.1.jpg, 37.2.jpg",https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.jpg,"https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.1.jpg,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.2.jpg","Bota de trabajo Rhino de agujetas con punta de mocasín, café, talla 5","🥾 Bota de trabajo Rhino punta de mocasín — clásica, cómoda y para toda la temporada

Corte alto con agujetas y ojales de latón, cuero curtido al aceite y suela cosida tipo Goodyear. Suela de cuña resistente al aceite que no marca el piso y amortigua al caminar sobre concreto.

✅ Cuero curtido al aceite
✅ Punta de mocasín reforzada
✅ Suela cosida tipo Goodyear
✅ Suela de cuña resistente al aceite
✅ Ojales de latón

Color café. Tallas de la 5 a la 11, incluyendo medias tallas. Para carpintería, techos y obra en general. 💪",95.00 USD,https://partnerpathai-tx.github.io/catalogo-productos-forza-workgear/p/018.html,Forza WorkGear,in stock,new,018,Café,5
018-055,37,37.jpg,"37.1.jpg, 37.2.jpg",https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.jpg,"https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.1.jpg,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.2.jpg","Bota de trabajo Rhino de agujetas con punta de mocasín, café, talla 5.5","🥾 Bota de trabajo Rhino punta de mocasín — clásica, cómoda y para toda la temporada

Corte alto con agujetas y ojales de latón, cuero curtido al aceite y suela cosida tipo Goodyear. Suela de cuña resistente al aceite que no marca el piso y amortigua al caminar sobre concreto.

✅ Cuero curtido al aceite
✅ Punta de mocasín reforzada
✅ Suela cosida tipo Goodyear
✅ Suela de cuña resistente al aceite
✅ Ojales de latón

Color café. Tallas de la 5 a la 11, incluyendo medias tallas. Para carpintería, techos y obra en general. 💪",95.00 USD,https://partnerpathai-tx.github.io/catalogo-productos-forza-workgear/p/018.html,Forza WorkGear,in stock,new,018,Café,5.5
018-060,37,37.jpg,"37.1.jpg, 37.2.jpg",https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.jpg,"https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.1.jpg,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.2.jpg","Bota de trabajo Rhino de agujetas con punta de mocasín, café, talla 6","🥾 Bota de trabajo Rhino punta de mocasín — clásica, cómoda y para toda la temporada

Corte alto con agujetas y ojales de latón, cuero curtido al aceite y suela cosida tipo Goodyear. Suela de cuña resistente al aceite que no marca el piso y amortigua al caminar sobre concreto.

✅ Cuero curtido al aceite
✅ Punta de mocasín reforzada
✅ Suela cosida tipo Goodyear
✅ Suela de cuña resistente al aceite
✅ Ojales de latón

Color café. Tallas de la 5 a la 11, incluyendo medias tallas. Para carpintería, techos y obra en general. 💪",95.00 USD,https://partnerpathai-tx.github.io/catalogo-productos-forza-workgear/p/018.html,Forza WorkGear,in stock,new,018,Café,6
018-065,37,37.jpg,"37.1.jpg, 37.2.jpg",https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.jpg,"https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.1.jpg,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.2.jpg","Bota de trabajo Rhino de agujetas con punta de mocasín, café, talla 6.5","🥾 Bota de trabajo Rhino punta de mocasín — clásica, cómoda y para toda la temporada

Corte alto con agujetas y ojales de latón, cuero curtido al aceite y suela cosida tipo Goodyear. Suela de cuña resistente al aceite que no marca el piso y amortigua al caminar sobre concreto.

✅ Cuero curtido al aceite
✅ Punta de mocasín reforzada
✅ Suela cosida tipo Goodyear
✅ Suela de cuña resistente al aceite
✅ Ojales de latón

Color café. Tallas de la 5 a la 11, incluyendo medias tallas. Para carpintería, techos y obra en general. 💪",95.00 USD,https://partnerpathai-tx.github.io/catalogo-productos-forza-workgear/p/018.html,Forza WorkGear,in stock,new,018,Café,6.5
018-070,37,37.jpg,"37.1.jpg, 37.2.jpg",https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.jpg,"https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.1.jpg,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.2.jpg","Bota de trabajo Rhino de agujetas con punta de mocasín, café, talla 7","🥾 Bota de trabajo Rhino punta de mocasín — clásica, cómoda y para toda la temporada

Corte alto con agujetas y ojales de latón, cuero curtido al aceite y suela cosida tipo Goodyear. Suela de cuña resistente al aceite que no marca el piso y amortigua al caminar sobre concreto.

✅ Cuero curtido al aceite
✅ Punta de mocasín reforzada
✅ Suela cosida tipo Goodyear
✅ Suela de cuña resistente al aceite
✅ Ojales de latón

Color café. Tallas de la 5 a la 11, incluyendo medias tallas. Para carpintería, techos y obra en general. 💪",95.00 USD,https://partnerpathai-tx.github.io/catalogo-productos-forza-workgear/p/018.html,Forza WorkGear,in stock,new,018,Café,7
018-075,37,37.jpg,"37.1.jpg, 37.2.jpg",https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.jpg,"https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.1.jpg,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.2.jpg","Bota de trabajo Rhino de agujetas con punta de mocasín, café, talla 7.5","🥾 Bota de trabajo Rhino punta de mocasín — clásica, cómoda y para toda la temporada

Corte alto con agujetas y ojales de latón, cuero curtido al aceite y suela cosida tipo Goodyear. Suela de cuña resistente al aceite que no marca el piso y amortigua al caminar sobre concreto.

✅ Cuero curtido al aceite
✅ Punta de mocasín reforzada
✅ Suela cosida tipo Goodyear
✅ Suela de cuña resistente al aceite
✅ Ojales de latón

Color café. Tallas de la 5 a la 11, incluyendo medias tallas. Para carpintería, techos y obra en general. 💪",95.00 USD,https://partnerpathai-tx.github.io/catalogo-productos-forza-workgear/p/018.html,Forza WorkGear,in stock,new,018,Café,7.5
018-080,37,37.jpg,"37.1.jpg, 37.2.jpg",https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.jpg,"https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.1.jpg,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.2.jpg","Bota de trabajo Rhino de agujetas con punta de mocasín, café, talla 8","🥾 Bota de trabajo Rhino punta de mocasín — clásica, cómoda y para toda la temporada

Corte alto con agujetas y ojales de latón, cuero curtido al aceite y suela cosida tipo Goodyear. Suela de cuña resistente al aceite que no marca el piso y amortigua al caminar sobre concreto.

✅ Cuero curtido al aceite
✅ Punta de mocasín reforzada
✅ Suela cosida tipo Goodyear
✅ Suela de cuña resistente al aceite
✅ Ojales de latón

Color café. Tallas de la 5 a la 11, incluyendo medias tallas. Para carpintería, techos y obra en general. 💪",95.00 USD,https://partnerpathai-tx.github.io/catalogo-productos-forza-workgear/p/018.html,Forza WorkGear,in stock,new,018,Café,8
018-085,37,37.jpg,"37.1.jpg, 37.2.jpg",https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.jpg,"https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.1.jpg,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.2.jpg","Bota de trabajo Rhino de agujetas con punta de mocasín, café, talla 8.5","🥾 Bota de trabajo Rhino punta de mocasín — clásica, cómoda y para toda la temporada

Corte alto con agujetas y ojales de latón, cuero curtido al aceite y suela cosida tipo Goodyear. Suela de cuña resistente al aceite que no marca el piso y amortigua al caminar sobre concreto.

✅ Cuero curtido al aceite
✅ Punta de mocasín reforzada
✅ Suela cosida tipo Goodyear
✅ Suela de cuña resistente al aceite
✅ Ojales de latón

Color café. Tallas de la 5 a la 11, incluyendo medias tallas. Para carpintería, techos y obra en general. 💪",95.00 USD,https://partnerpathai-tx.github.io/catalogo-productos-forza-workgear/p/018.html,Forza WorkGear,in stock,new,018,Café,8.5
018-090,37,37.jpg,"37.1.jpg, 37.2.jpg",https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.jpg,"https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.1.jpg,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.2.jpg","Bota de trabajo Rhino de agujetas con punta de mocasín, café, talla 9","🥾 Bota de trabajo Rhino punta de mocasín — clásica, cómoda y para toda la temporada

Corte alto con agujetas y ojales de latón, cuero curtido al aceite y suela cosida tipo Goodyear. Suela de cuña resistente al aceite que no marca el piso y amortigua al caminar sobre concreto.

✅ Cuero curtido al aceite
✅ Punta de mocasín reforzada
✅ Suela cosida tipo Goodyear
✅ Suela de cuña resistente al aceite
✅ Ojales de latón

Color café. Tallas de la 5 a la 11, incluyendo medias tallas. Para carpintería, techos y obra en general. 💪",95.00 USD,https://partnerpathai-tx.github.io/catalogo-productos-forza-workgear/p/018.html,Forza WorkGear,in stock,new,018,Café,9
018-095,37,37.jpg,"37.1.jpg, 37.2.jpg",https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.jpg,"https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.1.jpg,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.2.jpg","Bota de trabajo Rhino de agujetas con punta de mocasín, café, talla 9.5","🥾 Bota de trabajo Rhino punta de mocasín — clásica, cómoda y para toda la temporada

Corte alto con agujetas y ojales de latón, cuero curtido al aceite y suela cosida tipo Goodyear. Suela de cuña resistente al aceite que no marca el piso y amortigua al caminar sobre concreto.

✅ Cuero curtido al aceite
✅ Punta de mocasín reforzada
✅ Suela cosida tipo Goodyear
✅ Suela de cuña resistente al aceite
✅ Ojales de latón

Color café. Tallas de la 5 a la 11, incluyendo medias tallas. Para carpintería, techos y obra en general. 💪",95.00 USD,https://partnerpathai-tx.github.io/catalogo-productos-forza-workgear/p/018.html,Forza WorkGear,in stock,new,018,Café,9.5
018-100,37,37.jpg,"37.1.jpg, 37.2.jpg",https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.jpg,"https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.1.jpg,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.2.jpg","Bota de trabajo Rhino de agujetas con punta de mocasín, café, talla 10","🥾 Bota de trabajo Rhino punta de mocasín — clásica, cómoda y para toda la temporada

Corte alto con agujetas y ojales de latón, cuero curtido al aceite y suela cosida tipo Goodyear. Suela de cuña resistente al aceite que no marca el piso y amortigua al caminar sobre concreto.

✅ Cuero curtido al aceite
✅ Punta de mocasín reforzada
✅ Suela cosida tipo Goodyear
✅ Suela de cuña resistente al aceite
✅ Ojales de latón

Color café. Tallas de la 5 a la 11, incluyendo medias tallas. Para carpintería, techos y obra en general. 💪",95.00 USD,https://partnerpathai-tx.github.io/catalogo-productos-forza-workgear/p/018.html,Forza WorkGear,in stock,new,018,Café,10
018-105,37,37.jpg,"37.1.jpg, 37.2.jpg",https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.jpg,"https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.1.jpg,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.2.jpg","Bota de trabajo Rhino de agujetas con punta de mocasín, café, talla 10.5","🥾 Bota de trabajo Rhino punta de mocasín — clásica, cómoda y para toda la temporada

Corte alto con agujetas y ojales de latón, cuero curtido al aceite y suela cosida tipo Goodyear. Suela de cuña resistente al aceite que no marca el piso y amortigua al caminar sobre concreto.

✅ Cuero curtido al aceite
✅ Punta de mocasín reforzada
✅ Suela cosida tipo Goodyear
✅ Suela de cuña resistente al aceite
✅ Ojales de latón

Color café. Tallas de la 5 a la 11, incluyendo medias tallas. Para carpintería, techos y obra en general. 💪",95.00 USD,https://partnerpathai-tx.github.io/catalogo-productos-forza-workgear/p/018.html,Forza WorkGear,in stock,new,018,Café,10.5
018-110,37,37.jpg,"37.1.jpg, 37.2.jpg",https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.jpg,"https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.1.jpg,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/37.2.jpg","Bota de trabajo Rhino de agujetas con punta de mocasín, café, talla 11","🥾 Bota de trabajo Rhino punta de mocasín — clásica, cómoda y para toda la temporada

Corte alto con agujetas y ojales de latón, cuero curtido al aceite y suela cosida tipo Goodyear. Suela de cuña resistente al aceite que no marca el piso y amortigua al caminar sobre concreto.

✅ Cuero curtido al aceite
✅ Punta de mocasín reforzada
✅ Suela cosida tipo Goodyear
✅ Suela de cuña resistente al aceite
✅ Ojales de latón

Color café. Tallas de la 5 a la 11, incluyendo medias tallas. Para carpintería, techos y obra en general. 💪",95.00 USD,https://partnerpathai-tx.github.io/catalogo-productos-forza-workgear/p/018.html,Forza WorkGear,in stock,new,018,Café,11
019-rojo,38,38.1.jpg,,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/38.1.jpg,,"Manguera de aire Zeluga Z-Flex reforzada 1/4 x 100 pies 300 PSI, roja","💨 Manguera de aire Z-Flex 300 PSI en rojo — para el trabajo que exige presión

Poliuretano reforzado modelo 21-306 con conector de bola giratorio de seis balines y tapón de seguridad de aire, que libera la presión de forma controlada al desconectar. Trabaja hasta 300 PSI.

✅ 1/4 de pulgada por 100 pies
✅ Presión de trabajo de 300 PSI
✅ Conector de bola giratorio
✅ Tapón de seguridad de aire
✅ Rango de -40 a 165 grados F

Color rojo translúcido, para ver por dónde va la manguera. Flexible incluso en frío. 💪",89.00 USD,,Forza WorkGear,in stock,new,019,Rojo translúcido,
019-verde,38,38.2.jpg,,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/38.2.jpg,,"Manguera de aire Zeluga Z-Flex reforzada 1/4 x 100 pies 300 PSI, verde","💨 Manguera de aire Z-Flex 300 PSI en verde — para el trabajo que exige presión

Poliuretano reforzado modelo 21-306 con conector de bola giratorio de seis balines y tapón de seguridad de aire, que libera la presión de forma controlada al desconectar. Trabaja hasta 300 PSI.

✅ 1/4 de pulgada por 100 pies
✅ Presión de trabajo de 300 PSI
✅ Conector de bola giratorio
✅ Tapón de seguridad de aire
✅ Rango de -40 a 165 grados F

Color verde translúcido, para ver por dónde va la manguera. Flexible incluso en frío. 💪",89.00 USD,,Forza WorkGear,in stock,new,019,Verde translúcido,
020,42,42.jpg,42.1.jpg,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/42.jpg,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/42.1.jpg,Clavadora neumática de rollo para techo Zeluga 15 grados 28-145,"🔩 Clavadora de rollo para techo Zeluga 28-145 — ponle ritmo al retecho

Clavadora neumática de rollo a 15 grados para clavo de 3/4 a 1-3/4 de pulgada, con capacidad de 120 clavos por carga. Cuerpo de aluminio tratado térmicamente: fuerte, pero de solo 2.75 kilos para que no te canse el brazo.

✅ Clavo de 3/4 a 1-3/4 de pulgada
✅ Capacidad de 120 clavos
✅ Aluminio tratado térmicamente
✅ Peso ligero de 2.75 kilos
✅ Presión de operación de 70 a 110 PSI

Para teja, cubiertas de madera, aislante, recubrimiento de vinil y fibrocemento. 💪",240.00 USD,https://partnerpathai-tx.github.io/catalogo-productos-forza-workgear/p/020.html,Forza WorkGear,in stock,new,,,
021,43,43.jpg,,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/43.jpg,,Clavadora neumática estructural Zeluga 28-512,"🔩 Clavadora neumática estructural Zeluga 28-512 — para armar estructura rápido y parejo

Cargador angulado de aluminio endurecido que mantiene el balance de la herramienta aun cargada, gatillo de disparo simple y por golpe, y mecanismo de seguridad de una sola pieza.

✅ Cargador de aluminio endurecido
✅ Disparo simple y por golpe
✅ Mecanismo de seguridad de una pieza
✅ Balance para trabajo continuo
✅ Un año de garantía limitada

Para armar muros, entrepisos y estructura de madera. 💪",250.00 USD,https://partnerpathai-tx.github.io/catalogo-productos-forza-workgear/p/021.html,Forza WorkGear,in stock,new,,,
022,45,45.jpg,,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/45.jpg,,"Cuerda trenzada doble de poliéster, azul","🪢 Cuerda trenzada doble de poliéster azul — amarra con confianza

Construcción de trenzado doble con hilo naranja de identificación. Baja elongación, así que la carga no rebota, y alta resistencia a la abrasión y a los rayos UV. Puntas selladas que no se deshilachan.

✅ Trenzado doble de poliéster
✅ Baja elongación
✅ Resistente a la abrasión
✅ Resistente a los rayos UV
✅ Puntas selladas

Para izaje, amarre, remolque y trabajo en altura. 💪",89.00 USD,,Forza WorkGear,in stock,new,,,
023-azul,46,46.jpg,,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/46.jpg,,"Manguera de aire Coilhose Flexeel reforzada 1/4 x 100 pies, azul","💨 Manguera Coilhose Flexeel en azul — la original, y se nota

Manguera de aire reforzada de 1/4 por 100 pies, hasta 50% más ligera que una de hule y flexible incluso bajo cero. Resiste abrasión, aceites y grasas mucho mejor que el PVC o el hule común.

✅ Hasta 50% más ligera que el hule
✅ Flexible en temperaturas bajo cero
✅ Resiste aceites y grasas
✅ 200 PSI a 70 grados F
✅ Rango de -40 a 165 grados F

Color azul. Modelo PFEA1004T. 💪",120.00 USD,https://partnerpathai-tx.github.io/catalogo-productos-forza-workgear/p/023.html,Forza WorkGear,in stock,new,023,Azul,
023-rojo,46,46.1.jpg,,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/46.1.jpg,,"Manguera de aire Coilhose Flexeel reforzada 1/4 x 100 pies, roja","💨 Manguera Coilhose Flexeel en rojo — la original, y se nota

Manguera de aire reforzada de 1/4 por 100 pies, hasta 50% más ligera que una de hule y flexible incluso bajo cero. Resiste abrasión, aceites y grasas mucho mejor que el PVC o el hule común.

✅ Hasta 50% más ligera que el hule
✅ Flexible en temperaturas bajo cero
✅ Resiste aceites y grasas
✅ 200 PSI a 70 grados F
✅ Rango de -40 a 165 grados F

Color rojo. Modelo PFEA1004TR. 💪",120.00 USD,https://partnerpathai-tx.github.io/catalogo-productos-forza-workgear/p/023.html,Forza WorkGear,in stock,new,023,Rojo,
023-amarillo,46,46.2.jpg,,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/46.2.jpg,,"Manguera de aire Coilhose Flexeel reforzada 1/4 x 100 pies, amarilla","💨 Manguera Coilhose Flexeel en amarillo — la original, y se nota

Manguera de aire reforzada de 1/4 por 100 pies, hasta 50% más ligera que una de hule y flexible incluso bajo cero. Resiste abrasión, aceites y grasas mucho mejor que el PVC o el hule común.

✅ Hasta 50% más ligera que el hule
✅ Flexible en temperaturas bajo cero
✅ Resiste aceites y grasas
✅ 200 PSI a 70 grados F
✅ Amarillo visible en piso de obra

Color amarillo. Modelo PFE41004TY. 💪",120.00 USD,https://partnerpathai-tx.github.io/catalogo-productos-forza-workgear/p/023.html,Forza WorkGear,in stock,new,023,Amarillo,
024,47,47.jpg,,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/47.jpg,,"Cuerda trenzada doble de poliéster, amarilla","🪢 Cuerda trenzada doble de poliéster amarilla — visible y resistente

Trenzado doble con hilo rojo de identificación y color amarillo de alta visibilidad. Baja elongación, resistente a la abrasión y a los rayos UV, con puntas selladas que no se abren.

✅ Trenzado doble de poliéster
✅ Color de alta visibilidad
✅ Baja elongación
✅ Resistente a la abrasión y a los rayos UV
✅ Puntas selladas

Para izaje, amarre, remolque y trabajo en altura. 💪",65.00 USD,,Forza WorkGear,in stock,new,,,
025,55,55.jpg,,https://raw.githubusercontent.com/partnerpathai-TX/catalogo-productos-forza-workgear/main/productos/55.jpg,,"Manguera de aire Zeluga Z-Lite 1/4 x 100 pies, naranja","💨 Manguera de aire Z-Lite 21-342 — poliuretano ligero de 100 pies

Alternativa ligera a la manguera de hule, con conexiones incluidas y trenzado interno reforzado. Sus conectores de alivio de tensión son reusables, así que puedes cortar y reparar la manguera en obra.

✅ 1/4 de pulgada por 100 pies
✅ Poliuretano ultraligero
✅ Conexiones reusables
✅ Reparable en obra
✅ Estabilizada contra rayos UV

Color naranja de alta visibilidad. 💪",45.00 USD,,Forza WorkGear,in stock,new,,,
